EventId,EventTemplate,Occurrences
22dc8d7e,"In -[NSApplication(NSQuietSafeQuit) _updateCanQuitQuietlyAndSafely], _LSSetApplicationInformationItem(NSCanQuitQuietlyAndSafely) returned error -<*>",15
cbf4d944,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Starting engine thread,19
959bd373,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] No functional system update engine detected. Only user tickets will be processed.,19
9b288dc8,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Checking with local engine: <KSUpdateEngine:<*>,19
10ea5940,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <KSUpdateEngine:<*>,19
383ec480,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp performSelfUpdateWithEngine:] This process may be killed if self-update is necessary. In such cases, sub-processes may still be running to complete the self-update.",19
beebeb01,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for <*> using engine <KSUpdateEngine:<*>,19
ed969f08,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateEngine updateProductID:] KSUpdateEngine updating product ID: ""<*>""",19
8db92568,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSCheckAction performAction] KSCheckAction checking <*> ticket(s).,38
24b97dae,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {(,38
26fca370,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for <*> with the requirement 'anchor apple generic and certificate <*>[field.<*>] exists and certificate leaf[field.<*>] exists and certificate leaf[subject.OU]=""EQHXZ8M8AV"" and (identifier=""<*>"")'",19
df1117b9,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateCheckAction performAction] KSUpdateCheckAction running KSServerUpdateRequest: <KSOmahaServerUpdateRequest:<*>,38
1f0720c4,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath:error:] KSOutOfProcessFetcher launched <*> with process id: <*>,40
846b90ba,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher fetching from URL: ""<*>""",40
1dec4813,<*> ksfetch[<*>] [lvl=<*>] KSHelperReceiveAllData() KSHelperTool read <*> bytes from stdin.,40
c449060f,<*> ksfetch[<*>] [lvl=<*>] main() Fetcher received a request: <NSMutableURLRequest: <*> { URL: <*> },40
7d1dcc80,<*> ksfetch[<*>] [lvl=<*>] main() Fetcher received a download path: <*>,40
ce26a325,<*> ksfetch[<*>] [lvl=<*>] main() ksfetch fetching URL (<NSMutableURLRequest: <*> { URL: <*> }) to folder:<*>,40
b2c82656,<*> ksfetch[<*>] [lvl=<*>] main() Setting up download file handles...,40
1755f021,<*> ksfetch[<*>] [lvl=<*>] -[FetchDelegate fetcher:finishedWithData:] Fetcher downloaded successfully data of length: <*>,36
5f02521e,<*> ksfetch[<*>] [lvl=<*>] main() ksfetch done fetching.,40
88bc9fb2,<*> ksfetch[<*>] [lvl=<*>] main() Fetcher is exiting.,40
6ad69fd1,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) helperErrorAvailable:] KSOutOfProcessFetcher helper tool raw STDERR:,35
492d35d5,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""<*>""",40
bfc4aeb3,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateCheckAction(KSServerUpdateRequestDelegate) serverRequest:fetchedWithResponse:] KSUpdateCheckAction received KSServerUpdateResponse: <KSOmahaServerUpdateResponse:<*>,36
a5b01baf,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOmahaServer updateInfosForUpdateResponse:updateRequest:infoStore:upToDateTickets:updatedTickets:events:errors:] Response passed CUP validation.,36
99c7ab34,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateCheckAction(PrivateMethods) finishAction] KSUpdateCheckAction found updates: {( )},38
f142237f,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.,38
71cbdcff,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSMultiUpdateAction performAction] KSSilentUpdateAction had no updates to apply.,38
6878258f,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: errors=<*>,38
0889b549,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateEngine(PrivateMethods) updateFinish] KSUpdateEngine update processing complete.,38
8b63b10f,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Done checking for updates for '""<*>""' using engine <KSUpdateEngine:<*>",19
87a3a461,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""All Products"" using engine <KSUpdateEngine:<*>",19
7bcc7334,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp performSelfUpdateWithEngine:] Finished self update check.,19
6fbff0a0,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] About to run checks for any other apps.,19
1ac187ce,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'<*>'.",19
adbf3fb4,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '<*> Chrome.app' with the requirement 'anchor apple generic and certificate <*>[field.<*>] exists and certificate leaf[field.<*>] exists and certificate leaf[subject.OU]=""EQHXZ8M8AV"" and (identifier=""<*>"")'",19
995bf296,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Done checking for updates for '""All Products""' using engine <KSUpdateEngine:<*>",19
a430e04a,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentUploader fetcher:finishedWithData:] Successfully uploaded stats to <NSMutableURLRequest: <*> { URL: <*> },18
bfa43ef2,"<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp uploadStats:] Successfully uploaded stats <KSStatsCollection:<*> path=""<*>"", count=<*>, stats={",18
adce4e69,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Finished with engine thread,19
a74e6d1c,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp checkForUpdates] Finished update check.,19
1c5bb1fe,Error -<*> creating authorization,15
2f46fe87,Actually performing action comment for <*>,1
1ec5726e,Performing context menu action,3
477f5228,-[SFLListManager(ServiceReplyProtocol) notifyChanges:toListWithIdentifier:] Notified of item changes to list with identifier <*>,15
5fe7bc5d,Triggering diganostics messages cleanup,7
8128b5a5,Could not find access page in directory <*>,4
15d984ec,Removed expired problem report: file:<*>,12
e3275b00,Cleaning up expired diagnostic messages database at path: <*>,7
58baf72b,Service exited with abnormal code: <*>,13
36090c8f,Could not signal service <*>: <*>: Could not find specified service,4
0523e168,[<*>] fragManifold_PushBytes signalled err=-<*> (kFigManifoldError_UnexpectedInitData) (Second 'ftyp' atom encountered) at <*> line <*>,19
b55176d9,jemmytest,526
a09edadf,WARNING: Type1 font data isn't in the correct format required by the Adobe Type <*> Font Format specification.,70
f47ab5de,"Page bounds {{<*>, <*>}, {<*>, <*>}}",49
33ae6f27,Sandbox: <*>) deny(<*>) mach-lookup <*>,12
856a67ab,[<*>] CMSampleBufferCallForEachSample signalled err=<*> (err) ([aborting loop early due to error from callback]) at <*> line <*>,3
d0b48203,handle_will_sleep_auth_and_shield_windows: Deferring.,83
143bb855,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller principalPropertiesAtURL:https://xpcben%40gmail.com@<*>%40gmail.com/] Error Domain=<*> Code=<*> ""(null)""",9
f697b2e4,"[CardDAVPlugin-ERROR] Exception caught while running sync with server: Error Domain=<*> Code=<*> ""(null)""",11
7ad80bd1,"[Accounts] Current connection, <NSXPCConnection: <*> connection from pid <*> doesn't have account access.",106
98af64ac,"[Accounts] Failed to update account with identifier <*> error: Error Domain=<*> Code=<*> ""(null)""",106
3c7b62d9,"PBRequester failed with Error Error Domain=<*> Code=-<*> ""The request timed out."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=-<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> request timed out.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=-<*>, NSLocalizedDescription=<*> request timed out.}",30
51f145c4,vm_compressor_record_warmup (<*> - <*>),5
86ca42be,Failed to start scanning,8
078c143e,"<*> : SDWormholeServer::failedToStartScanningWithError Error Domain=<*> Code=<*> ""(<*>) no access"" UserInfo={NSLocalizedDescription=<*> can't start scanning at this time.}",6
77d25d31,***** Received request to scan at <*> *****,14
53635cef,[<*>] [WARNING: CalDAVAccountRefreshQueueableOperation :: after refresh failed],9
43dad1a8,[<*>] [WARNING: CalDAVAccountRefreshQueueableOperation :: inbox refresh failed],3
fd94fc77,-[WebSocketNetWork webSocketDidOpen:],12
20289b42,-[WebSocketNetWork webSocket:didReceiveMessage:],12
86869036,ERROR | -[LWBuiltInScreenLockAuthLion askForPasswordBuiltIn:] | Attempted to add an observer when already observing,3
12fefe7f,ERROR | -[LWBuiltInScreenLockAuthLion closeAuthAndReset:] | Attempted to remove an observer when not observing,14
e3014d9d,"blued: unable to relinquishBluetoothPagingLockAndReply Error Domain=<*> Code=<*> ""(null)""",14
9bf40a88,nw_path_query_lqm Tried to query LQM on path with no interfaces,9
94349d5a,sigio_handler: sigio_handler_active != <*>,206
b9891e1c,<*>) deny file-read-data <*>,15
5574be2c,Extension remained dirty for too long after trying to exit. Killing.,2
011dcdf9,"<*>, <*> [NetworkDefaults]: Error updating network defaults: Error Domain=<*> Code=-<*> ""The request timed out."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""(null)"" UserInfo={_kCFStreamErrorCodeKey=-<*>, _kCFStreamErrorDomainKey=<*>}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=-<*>, NSLocalizedDescription=<*> request timed out.}",1
a0160ecb,XPC Activity invoked with state=<*>,5
ef95a242,Running daily periodic task.,7
4a0e1bd3,Running weekly periodic task.,1
ca2c9b8b,Killing auth hosts,28
54fecb38,Session <*> destroyed,28
c11b07df,hfs: mounted Recovery HD on device disk0s3,5
d6212d43,(Volume.Normal:<*>) volume:<*> ********** Bootstrapped Creating a default store:<*> SpotLoc:(null) SpotVerLoc:(null) occlude:<*> HD,5
d07189b5,(ImportBailout.Error:<*>) Asked to exit for Diskarb,65
e0245c77,Logging disabled completely for device:<*>: <*> HD,5
bfd4b874,hfs: unmount initiated on Recovery HD on device disk0s3,5
96f186a8,Finder(<*>) System Policy: deny file-write-create <*>,4
f95670fe,-[NETAWDManager reportStats:metricID:] AWDServerConnection newMetricContainerWithIdentifier failed for metric <*> server <*> not reporting:,4
bc7b1d28,moduleFromLegacyDefaults: <ScreenSaverDefaults: <*>,1
67fcf9b5,Attempted search for modules of unknown type (<*>),1
e81948d3,"Application App:""loginwindow"" asn:<*> pid:<*> refs=<*> @ <*> tried to be brought forward, but isn't in fPermittedFrontApps ( ( ""LSApplication:<*> pid=<*> ""ScreenSaverEngine"""")), so denying. : LASSession.cp <*> SetFrontApplication() q=<*> queue",2
8f2696c3,"[<*>] Failed setting the front application to loginwindow, psn <*> securitySessionID=<*>, err=-<*>",2
6fab3d87,SecTaskLoadEntitlements failed error=<*>,10
47ec3050,[<*>] <<< FigDiskCacheRepository >>> fdcr_GetFileStats: stat failed for <*> err = <*>,29
682cb1e6,[<*>] FigAgglomeratorSetObjectForKey signalled err=-<*> (kFigStringConformerError_ParamErr) (NULL key) at <*> line <*>,1048
cd4b5290,[<*>] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1052
e916ff7f,[<*>] itemasync_SetProperty signalled err=-<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,175
1a2858a3,[<*>] itemasync_CopyProperty signalled err=-<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,111
ffee7672,handle_will_sleep_auth_and_shield_windows: NULL shield_window (lock state: <*>),5
cde716e6,GVA warning: addNewReferenceEntry_MMCO mmcoFunc1 not found requested <*> curr = <*>,5
52aa6f6b,GVA warning: addNewReferenceEntry_MMCO force release -<*>,2
f52e3f13,Sandbox: <*>) deny(<*>) file-read-data <*>,39
240ba9c2,"<*> HTTP load failed (kCFStreamErrorDomainSSL, -<*>)",22
b5eb8f98,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of <*> bytes @ <*> took <*> secs. to complete, <*> reads >= <*>.",61
2c8e9be8,[<*>] <<<< IQ-CA >>>> piqca_setUsePreQueue: (<*>) rejecting report of layer being serviced - IQ has not yet begun to update,167
088c8b51,Failed to connect (<*>) outlet from (<*>) to (<*>): missing setter or instance variable,39
d180579f,<*>) deny ipc-posix-sem SandboxingDetectionTest,3
3c538463,[<*>] vtDecompressionDuctCreate signalled err=-<*> (err) (Could not select and open decoder instance) at <*> line <*>,4
36e5e023,Sandbox: <*>) deny(<*>) ipc-posix-sem SandboxingDetectionTest,1
3c72b287,"[<*>] <<<< CRABS >>>> crabsFlumeConnectionToHostLost: [<*>] Byte flume reports connection to host lost. No error specified, using kCFURLErrorCannotConnectToHost.",10
ae3d5888,SysAdmChk: Throttling activity execution. memFlags:<*> thermalLevel:<*>,22
5e76b64c,"[CardDAVPlugin-ERROR] -_handleAddsOrModifies:https://xpc_ben%<*> Error Domain=<*> Code=-<*> ""The request timed out."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=<*>://xpc_ben%<*>, NSErrorFailingURLKey=<*>://xpc_ben%<*>, _kCFStreamErrorCodeKey=-<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> request timed out.}}, NSErrorFailingURLStringKey=<*>://xpc_ben%<*>, NSErrorFailingURLKey=<*>://xpc_ben%<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=-<*>, NSLocalizedDescription=<*> request timed out.}",2
6d473a06,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:https://xpcben%40gmail.com@<*>%40gmail.com/] Error Domain=<*> Code=-<*> ""The network connection was lost."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The network connection was lost."" UserInfo={NSErrorFailingURLStringKey=<*>://xpcben%40gmail.com@<*>%40gmail.com/, NSErrorFailingURLKey=<*>://xpcben%40gmail.com@<*>%40gmail.com/, _kCFStreamErrorCodeKey=-<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> network connection was lost.}}, NSErrorFailingURLStringKey=<*>://xpcben%40gmail.com@<*>%40gmail.com/, NSErrorFailingURLKey=<*>://xpcben%40gmail.com@<*>%40gmail.com/, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=-<*>, NSLocalizedDescription=<*> network connection was lost.}",3
54416845,[CardDAVPlugin-ERROR] -getHomeInfo:[_controller containersAtURLs:{(,23
a6fc5c63,DEAD_PROCESS: <*> ttys000,2
904fee67,Connecting to Dropbox on '<*>',5
8106e211,Connected to Dropbox on '<*>'.,5
5bca2414,Garcon is ready (<*> alive).,5
681abeff,Invalidating watch set.,5
04a9202e,Watch set is now: {(,5
145da69f,Garcon destroyed (<*> alive).,5
5314f22d,client <*> plug-in <*> election := <*>,5
b1c1067f,"[QL] After retry, preview was from a different type for <QLPreview <*> file:<*>%E6%<*>%E6%A1%A36.docx>",1
16879504,[<*>] (Fig) signalled err=-<*>,29
4117297f,[<*>] <*> signalled err=-<*> (err) (FigScheduledReadRequestRead failed) at <*> line <*>,19
16b81854,[<*>] <*> signalled err=-<*> (err) (FigSampleGeneratorCreateSampleBufferAtCursor failed) at <*> line <*>,19
5a47df7d,_CGXRemoveWindowFromWindowMovementGroup: window <*> is not attached to window <*>,12
30fce2a0,<<<< MediaValidator >>>> mv_ValidateRFC4281CodecId: Unrecognized codec <*>.(null). Failed codec specific check.,26
a5b34a6e,<<<< MediaValidator >>>> mv_LookupCodecSupport: Unrecognized codec <*>,26
9f57aa8b,[<*>] mv_LowLevelCheckIfVideoPlayableUsingDecoder signalled err=-<*> (kFigMediaValidatorError_VideoCodecNotSupported) (video codec <*>) at line <*>,26
f7095ddb,payload Data <*>,8
9f45a3bc,[EAPOLControl.c:<*>] EAPOLControlAuthInfoIsValid(): Ignoring SaveCredentialsOnSuccessfulAuthentication since no credentials were specified,5
eab5ed21,en0 START uid <*> gid <*>,5
1e224f6a,en0: <*> User Mode,5
c9e247ea,network changed: v4(en0-:<*>) v6(en0-:<*>) DNS- Proxy-,23
e611702a,en0 EAP-PEAP: successfully authenticated,11
d6e80949,AirPort: RSN handshake complete on en0,11
5bad7ec1,"CoreText: *** Unmapped ""\u1000\u1064\u102C"" <CTFont: <*>{name = <*>-Bold, size = <*> matrix = <*> descriptor = <CTFontDescriptor: <*>{attributes = <CFBasicHash <*> [<*>]>{type = <*> dict, count = <*>,",3
4d8384cd,wake time set -<*>,58
8f068088,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller principalPropertiesAtURL:https://xpc_ben%<*>] Error Domain=<*> Code=-<*> ""The request timed out."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=<*>://xpc_ben%<*>, NSErrorFailingURLKey=<*>://xpc_ben%<*>, _kCFStreamErrorCodeKey=-<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> request timed out.}}, NSErrorFailingURLStringKey=<*>://xpc_ben%<*>, NSErrorFailingURLKey=<*>://xpc_ben%<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=-<*>, NSLocalizedDescription=<*> request timed out.}",32
defd8ada,"newHeight=<*>,oldHeight=<*>",2
492d7cf0,Configuration Notice:,216
88de55bd,"<*>: scheduler returned false; however, this job is <*> seconds overdue. Running anyway.",32
85968058,"mDNSOffloadUserClient: GetKeepaliveData: tcp.info sysctl failed, err=<*>. <*> -> <*>",2
22770db5,ARPT: <*>: wl0: wl_update_tcpkeep_seq: mDNSOffloadUserClient::GetKeepaliveData failed,2
6ade54fd,process <*>] caught causing excessive wakeups. Observed wakeups rate (per sec): <*>; Maximum permitted wakeups rate (per sec): <*>; Observation period: <*> seconds; Task lifetime number of wakeups: <*>,4
1c79ab0a,Invoking spindump for pid=<*> wakeups_rate=<*> duration=<*> because of excessive wakeups,4
23d92b0a,Saved wakeups_resource.diag report for <*> version <*> (<*>) to <*>,4
93dbd1ee,Saved crash report for Finder[<*>] version <*> (<*>) to <*>,1
e02e43fa,AppleCameraGetProperties: SetPropertyNotificationPort status=<*>,4
7ee19120,"PBRequester failed with Error Error Domain=<*> Code=-<*> ""The network connection was lost."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The network connection was lost."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> network connection was lost.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> network connection was lost.}",3
92593b9b,failed to copy buffer for AID: <*> PID: <*>,3
dfa0475c,en0 STOP,5
8ae979a4,Service only ran for <*> seconds. Pushing respawn out by <*> seconds.,27
6a6611e8,"ARPT: <*>: wl0: Beacon Loss Event, last RSSI[-<*>]",9
68789b21,setsockopt - IP_ADD_MEMBERSHIP error -<*> errno <*> (Can't assign requested address) group <*> on <*>,4
838d61b0,en0: DAD complete for <*> - duplicate found.,24
e5d5eae1,en0: manual intervention required!,24
2c751abd,[<*>] <<<< FigPlayerSurrogate >>>> surrogatePlayer_respondToLoadingOfItemAssetTypeInternal: Avoiding unexpected additional FigPlayerAddToPlayQueue!,4
410d2736,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: [<*>] Can't assign requested address,22
0414c33e,"<*>, <*> [CountryConfiguration]: Could not determine current country code: Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}",15
0f7ca4cd,"en0: possible hardware address duplication detected, disabling IPv6 for interface.",2
6a346655,[<*>] [Failed to refresh <CalManagedSubscriptionInfo: <*> (entity: SubscriptionInfo; id: <*> <x-coredata:<*> ; data: {,13
4ceb5a47,tcp_connection_destination_perform_socket_connect <*> connectx to <*> failed: [<*>] No route to host,66
a8ac4bc1,[<*>] [Coalescing failed operation [<CalDAVAccountRefreshQueueableOperation: <*>; Sequence: <*>]],16
c7bcd80e,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:https://xpcben%40gmail.com@<*>%40gmail.com/] Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>://xpcben%40gmail.com@<*>%40gmail.com/, NSErrorFailingURLKey=<*>://xpcben%40gmail.com@<*>%40gmail.com/, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>://xpcben%40gmail.com@<*>%40gmail.com/, NSErrorFailingURLKey=<*>://xpcben%40gmail.com@<*>%40gmail.com/, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}",29
e17e0cee,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:https:<*>] Error Domain=<*> Code=-<*> ""A server with the specified hostname could not be found."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""A server with the specified hostname could not be found."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> server with the specified hostname could not be found.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> server with the specified hostname could not be found.}",5
f74428c8,network changed,4
a7a6335b,"<*>, <*> [CountryConfiguration]: Could not determine current country code: Error Domain=<*> Code=-<*> ""A server with the specified hostname could not be found."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""A server with the specified hostname could not be found."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> server with the specified hostname could not be found.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> server with the specified hostname could not be found.}",1
a75ba385,*** -[NSRecursiveLock unlock]: lock (<NSRecursiveLock: <*> '<*>') unlocked when not locked,3
bca0128e,*** Break on _NSLockError() to debug.,3
39d3ffc0,Surface testing disallowed updates for <*> sequential attempts...,29
2bba88ba,Surface test allowed updates after <*> attempts (<*>),29
7bbc89ff,<*> ERROR: >aq> <*>: AQBuffer * <*> has enqueue count of <*>,18
bb3adf23,Removing excessive log: file:<*>,2
d99f5f7b,"[<*>] [Account refresh failed with error: Error Domain=<*> Code=<*> ""(null)"" UserInfo={AccountName=<*>, CalDAVErrFromRefresh=<*>, CoreDAVHTTPHeaders=<CFBasicHash <*> [<*>]>{type = <*> dict, count = <*>,",18
22634e02,Warning: I could not find the column named 'width'.,1
c372580d,Warning: I could not find the column named 'height'.,1
a7bc0f20,Sandbox: <*>) Sandbox: deny(com1) .apple.WfileebK-read-data <*>,1
b60fe6aa,it(<*>) deny(<*>) file-read-data <*>,1
161a525c,SSaandbox:ndb ox: <*>(bKit(<*>) ) ddeennyy((<*>)) fifleile-re-raedad--ddaattaa <*>,1
be2079b8,time set +<*>,1
e0fce966,[<*>] FigFileForkOpenMainByCFURL signalled err=<*> (errno) (open failed) at <*> line <*>,26
afbef125,"[<*>] <<<< FigFile >>>> FigFileForkOpenMainByCFURL: opening url ""file:<*>"", path <*> options <*> failed errno <*> Resource temporarily unavailable",26
4137c66b,Sandbox: <*>: WebKit(co98m.ap54) plede.WebKny(<*>)i file-reat(d-data98 /priv54) <*>,1
2dba8c11,deny(<*>) file-read-data <*>,1
deebdb91,MessageTracer: load_domain_prefix_whitelist:<*>: Opening whitelist file: <*>,1
0887faf2,tcp_connection_tls_session_error_callback_imp <*> tcp_connection_tls_session_handle_read_error.<*> error <*>,1
c23250a8,"tcp_connection_get_statistics called with null connection, dumping backtrace:",3
7212048a,network changed: Proxy,5
e8a625d2,ImageIO: CGImageDestinationFinalize image destination does not have enough images,5
5a5f25d8,extension <*> -> (null),10
1f1a515e,extension <*> -> <*>,17
718dbba1,[<*>] figHttpRequestDidReceiveResponseCallback signalled err=-<*> (kFigHTTPError_Forbidden) (<*> Forbidden) at <*> line <*>,1
8bd49ac8,[<*>] HTTPRequest figHTTPRequestCreateErrorComment: encountered an error: HTTP <*>: Forbidden,1
